,Car Name,Overall
1015,Porsche Panamera Turbo Executive,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Long range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Saloon']"
1016,Porsche Panamera Turbo S E-Hybrid,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Long range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Saloon']"
1017,Porsche Panamera Turbo S E-Hybrid Executive,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Long range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Saloon']"
1018,Porsche Panamera Turbo S E-Hybrid Sport Turismo,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
1019,Porsche Panamera Turbo Sport Turismo,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
1020,Rolls-Royce Ghost Base,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1021,Rolls-Royce Ghost Black Badge,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1022,Rolls-Royce Ghost EWB,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1023,Rolls-Royce Phantom Base,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1024,Rolls-Royce Phantom EWB,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1025,Toyota 86 Base,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
1026,Toyota 86 Base,"['Average economy', 'Cheap', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
1027,Toyota 86 GT,"['Average economy', 'Cheap', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
1028,Toyota 86 GT,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
1029,Toyota 86 Hakone Edition,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
1030,Toyota 86 Hakone Edition,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
1031,Toyota C-HR LE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1032,Toyota C-HR Limited,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1033,Toyota C-HR XLE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1034,Toyota Corolla L,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1035,Toyota Corolla LE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1036,Toyota Corolla SE,"['Economical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1037,Toyota Corolla SE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
1038,Toyota Corolla SE Nightshade,"['Economical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1039,Toyota Corolla XLE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1040,Toyota Corolla XSE,"['Economical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1041,Toyota Corolla Hatchback Nightshade Edition,"['Economical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1042,Toyota Corolla Hatchback SE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
1043,Toyota Corolla Hatchback SE,"['Economical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1044,Toyota Corolla Hatchback XSE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1045,Toyota Corolla Hatchback XSE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
1046,Toyota Corolla Hybrid LE,"['Economical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Very long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1047,Toyota GR Supra 3,"['Average economy', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Coupe']"
1048,Toyota GR Supra 3.0 Premium,"['Average economy', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Coupe']"
1049,Toyota GR Supra Launch Edition,"['Average economy', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Coupe']"
1050,Toyota Highlander L,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '8-seater', 'automatic', 'SUV']"
1051,Toyota Highlander L,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '8-seater', 'automatic', 'SUV']"
1052,Toyota Highlander LE,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '8-seater', 'automatic', 'SUV']"
1053,Toyota Highlander LE,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '8-seater', 'automatic', 'SUV']"
1054,Toyota Highlander Limited,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
1055,Toyota Highlander Limited,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
1056,Toyota Highlander Platinum,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
1057,Toyota Highlander Platinum,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
1058,Toyota Highlander XLE,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
1059,Toyota Highlander XLE,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
1060,Toyota Land Cruiser Base,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '5-doored', '8-seater', 'automatic', 'SUV']"
1061,Toyota Land Cruiser Heritage Edition,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1062,Toyota RAV4 Adventure,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1063,Toyota RAV4 Base,"['Average economy', 'Cheap', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1064,Toyota RAV4 LE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1065,Toyota RAV4 Limited,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1066,Toyota RAV4 Limited,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1067,Toyota RAV4 TRD Off-Road,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1068,Toyota RAV4 XLE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1070,Toyota RAV4 XLE Premium,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1071,Toyota RAV4 XLE Premium,"['Average economy', 'Cheap', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1072,Toyota Yaris L,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
1073,Toyota Yaris L,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1074,Toyota Yaris LE,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
1075,Toyota Yaris LE,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1076,Toyota Yaris XLE,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1077,Toyota Yaris Hatchback LE,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1078,Toyota Yaris Hatchback XLE,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1079,Volkswagen Arteon SE,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1080,Volkswagen Arteon SE,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1081,Volkswagen Arteon SEL,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1082,Volkswagen Arteon SEL,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1083,Volkswagen Arteon SEL Premium R-Line,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1084,Volkswagen Arteon SEL R-Line,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1085,Volkswagen Arteon SEL R-Line,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1086,Volkswagen Golf TSI,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1087,Volkswagen Golf TSI,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
1088,Volkswagen Golf GTI Autobahn,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
1089,Volkswagen Golf GTI Autobahn,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1090,Volkswagen Golf GTI S,"['Average economy', 'Cheap', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
1091,Volkswagen Golf GTI S,"['Average economy', 'Cheap', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1092,Volkswagen Golf GTI SE,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
1093,Volkswagen Golf GTI SE,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
1094,Volkswagen Jetta R-Line SULEV,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1095,Volkswagen Jetta R-Line SULEV,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
1096,Volkswagen Jetta R-Line ULEV,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1097,Volkswagen Jetta S SULEV,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1098,Volkswagen Jetta S SULEV,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
1099,Volkswagen Jetta S ULEV,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1100,Volkswagen Jetta SE SULEV,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1101,Volkswagen Jetta SE ULEV,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1102,Volkswagen Jetta SEL Premium SULEV,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1103,Volkswagen Jetta SEL Premium ULEV,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1104,Volkswagen Jetta SEL SULEV,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1105,Volkswagen Jetta SEL ULEV,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1106,Volkswagen Jetta GLI Autobahn,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1107,Volkswagen Jetta GLI Autobahn,"['Average economy', 'Cheap', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
1108,Volkswagen Jetta GLI S,"['Average economy', 'Cheap', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1109,Volkswagen Jetta GLI S,"['Average economy', 'Cheap', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
1110,Volkswagen Passat R-Line,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1111,Volkswagen Passat S,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1112,Volkswagen Passat SE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1113,Volkswagen Passat SEL,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
1114,Volkswagen Tiguan S,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
1115,Volkswagen Tiguan S,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1116,Volkswagen Tiguan SE,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
1117,Volkswagen Tiguan SE,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1118,Volkswagen Tiguan SE R-Line Black,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
1119,Volkswagen Tiguan SE R-Line Black,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
1120,Volkswagen Tiguan SEL,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
1121,Volkswagen Tiguan SEL,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
